loss,fph,norm_grads_q,loss_policy,loss_q,norm_grads_policy,norm_grads,avg_norm_grads_f,fps,avg_norm_adj,avg_norm_k_dot_g,time,entropy,mean_episode_reward,loss_bc,avg_norm_k,total_timesteps,mean_episode_length,loss_f,explained_variance,avg_norm_g
-0.04942801594734192,0.00M,0.02022160403430462,-0.03523477539420128,0.003802212653681636,0.002754669636487961,0.02040947787463665,0.3080260455608368,0,0.002062418730929494,0.3043810725212097,04-24 11:04,1.609434723854065,0,-0.0,2.2360544204711914,0,0,-0.03523477539420128,-0.08254361152648926,0.3097954988479614
