norm_grads,fps,mean_episode_reward,fph,avg_norm_k_dot_g,avg_norm_adj,norm_grads_q,entropy,explained_variance,loss_f,loss_bc,loss,avg_norm_g,avg_norm_k,loss_q,loss_policy,time,total_timesteps,avg_norm_grads_f,norm_grads_policy,mean_episode_length
2.0383589267730713,1720665,0,6194.39M,5.917704105377197,0.6284672021865845,1.946958065032959,0.478401243686676,0.29346752166748047,-0.07020704448223114,-0.0,1.3078688383102417,6.441267967224121,2.4145097732543945,2.7657196521759033,-0.07020704448223114,07-30 18:33,23904000,6.088560104370117,1.2274762392044067,0
1.3073564767837524,19612,13.25,70.60M,3.5290091037750244,0.5122741460800171,1.2587363719940186,0.7188385725021362,0.6000254154205322,-0.20475132763385773,-0.0002341987274121493,0.134579598903656,3.1672589778900146,2.595021963119507,0.6935070157051086,-0.20498552918434143,07-30 18:54,24000000,2.8425347805023193,0.4241178333759308,332.775
3.5575780868530273,6744,14.5,24.28M,5.071937084197998,0.6338019967079163,3.6211612224578857,0.511311948299408,0.37118101119995117,-0.2352452278137207,-0.00030038462136872113,0.6674668788909912,4.668525695800781,2.6425294876098633,1.8162511587142944,-0.23554560542106628,07-30 19:33,24096000,4.282242298126221,0.7693217992782593,281.475
1.5204873085021973,3002,15.25,10.81M,5.022750377655029,0.6977697014808655,1.310402512550354,0.5816486477851868,0.6896229982376099,-0.14289715886116028,-0.0004572854086291045,0.14360034465789795,4.726790904998779,2.9277985095977783,0.5855425596237183,-0.14335444569587708,07-30 20:47,24192000,4.39460563659668,0.6165074706077576,304.575
1.8805691003799438,1970,14.25,7.09M,3.221771240234375,0.3983764350414276,1.854119062423706,0.6091041564941406,0.6846460103988647,-0.10159240663051605,-3.749093957594596e-05,0.5344029664993286,3.4606595039367676,2.9028573036193848,1.284247875213623,-0.10162989795207977,07-30 21:59,24288000,3.268132209777832,0.48805129528045654,290.675
2.166015863418579,1455,13.5,5.24M,2.2799766063690186,0.267251193523407,1.90973961353302,0.6007078886032104,0.6742119789123535,-0.1846143752336502,-0.00031603031675331295,0.16494418680667877,2.4511144161224365,2.3688836097717285,0.711763322353363,-0.18493039906024933,07-30 23:12,24384000,2.290095806121826,0.8425459861755371,352.5
2.3232085704803467,1149,16.5,4.14M,2.679966926574707,0.16540008783340454,2.2136666774749756,0.5475032925605774,0.6035584211349487,-0.19380934536457062,-0.0017673780675977468,0.4446645975112915,2.44039249420166,4.175175666809082,1.2914327383041382,-0.1955767273902893,07-31 00:28,24480000,2.324230670928955,0.44513317942619324,265.05
3.148893356323242,955,14.5,3.44M,5.758889675140381,0.3602064549922943,2.8561782836914062,0.5894497036933899,0.4712061882019043,0.07100129127502441,-0.00032430925057269633,1.9850140810012817,4.398352146148682,2.6948959827423096,3.840463399887085,0.07067698240280151,07-31 01:42,24576000,4.119551181793213,0.9341805577278137,335.875
1.4858665466308594,807,16.0,2.91M,2.137974500656128,0.15303261578083038,1.462468147277832,0.6978169083595276,0.7305938005447388,-0.11677558720111847,-0.0008394576725549996,0.0418836772441864,2.0625948905944824,2.7214910984039307,0.3329537808895111,-0.11761504411697388,07-31 03:02,24672000,1.9593802690505981,0.44779983162879944,268.7
3.5865073204040527,707,15.25,2.55M,2.186389446258545,0.176962211728096,2.253366231918335,0.6346505284309387,0.8459897041320801,-0.11440230906009674,-0.00018774364434648305,0.20297639071941376,2.120830774307251,5.620753288269043,0.6478258967399597,-0.11459005624055862,07-31 04:17,24768000,2.014272451400757,1.994063138961792,324.85
2.556828737258911,627,16.5,2.26M,2.515148639678955,0.2697366178035736,2.505866289138794,0.6051681041717529,0.5980587005615234,-0.13393545150756836,-7.629286119481549e-05,0.6607180237770081,2.5540270805358887,2.501227855682373,1.6015628576278687,-0.13401174545288086,07-31 05:34,24864000,2.4008994102478027,0.6025409698486328,238.425
2.011918067932129,568,14.25,2.05M,4.129705905914307,0.4175313413143158,1.86476469039917,0.5614968538284302,0.4969385862350464,0.10508138686418533,-9.190093260258436e-05,0.8518461585044861,4.104733943939209,2.448195457458496,1.5049433708190918,0.10498948395252228,07-31 06:45,24960000,3.8446309566497803,0.5172646045684814,346.825
1.879214882850647,519,12.75,1.87M,2.1185078620910645,0.19606342911720276,1.8029017448425293,0.5803495049476624,0.7852833271026611,-0.12006611377000809,-0.00022589362924918532,0.20053789019584656,1.9578150510787964,2.6034491062164307,0.6532667875289917,-0.12029200792312622,07-31 07:57,25056000,1.8113778829574585,0.299996554851532,351.85
1.7344111204147339,478,14.0,1.72M,11.823572158813477,0.18870975077152252,1.6448129415512085,0.5836764574050903,0.5539771318435669,0.012810925953090191,-0.0004679627891164273,0.5741600394248962,3.9198756217956543,3.19698429107666,1.1353076696395874,0.012342963367700577,07-31 09:10,25152000,3.7783656120300293,0.6279962658882141,326.875
4.251752853393555,442,14.5,1.59M,3.9625566005706787,0.15602710843086243,3.856027603149414,0.5488742589950562,0.5530221462249756,0.27029263973236084,-0.00022390323283616453,1.951795220375061,3.6611320972442627,2.6835107803344727,3.3744304180145264,0.2700687348842621,07-31 10:24,25248000,3.5201148986816406,1.5048891305923462,315.675
2.7458527088165283,410,13.5,1.48M,28.28643035888672,1.8953187465667725,2.6218793392181396,0.5774829983711243,0.6168330907821655,-0.15247808396816254,-0.00020582946308422834,0.6430158615112305,19.719308853149414,2.647616147994995,1.6029492616653442,-0.15268391370773315,07-31 11:42,25344000,18.177541732788086,0.6221121549606323,336.7
